Datum,Uhrzeit,Generation_DE G1[MW],Generation_DE I1[MW],Generation_DE F1[MW],Generation_DE H1[MW],Generation_DE I2[MW],Generation_DE K1 [MW],Generation_DE F2[MW],Generation_DE G2[MW],Generation_DE K2[MW]
06.01.2020,10:00,0,0,0,0,0,0,0,0,0
06.01.2020,11:00,0,0,0,0,0,0,0,0,0
06.01.2020,12:00,0,0,0,0,0,0,0,0,0
06.01.2020,13:00,0,0,0,0,0,0,0,0,0
06.01.2020,14:00,0,0,0,0,0,0,0,0,0
06.01.2020,15:00,0,0,0,0,0,0,0,0,0
06.01.2020,16:00,0,0,0,0,0,0,0,0,0
06.01.2020,17:00,0,0,0,0,0,0,0,0,0
06.01.2020,18:00,0,0,0,0,0,0,0,0,0
06.01.2020,19:00,0,0,0,0,0,0,0,0,0
06.01.2020,20:00,0,0,0,0,0,0,0,0,0
06.01.2020,21:00,0,0,0,0,0,0,0,0,0
06.01.2020,22:00,0,0,0,0,0,0,0,0,0
06.01.2020,23:00,0,0,0,0,0,0,0,0,0
07.01.2020,00:00,0,0,0,0,0,0,0,0,0
07.01.2020,01:00,0,0,0,0,0,0,0,0,0
07.01.2020,02:00,0,0,0,0,0,0,0,0,0
07.01.2020,03:00,0,0,0,0,0,0,0,0,0
07.01.2020,04:00,0,0,0,0,0,0,0,0,0
07.01.2020,05:00,0,0,0,0,0,0,0,0,0
07.01.2020,06:00,0,0,0,0,0,0,0,0,0
07.01.2020,07:00,0,0,0,0,0,0,0,0,0
07.01.2020,08:00,0,0,0,0,0,0,0,0,0
07.01.2020,09:00,0,0,0,0,0,0,0,0,0
07.01.2020,10:00,0,0,0,0,0,0,0,0,0
07.01.2020,11:00,0,0,0,0,0,0,0,0,0
07.01.2020,12:00,0,0,0,0,0,0,0,0,0
07.01.2020,13:00,0,0,0,0,0,0,0,0,0
07.01.2020,14:00,0,0,0,0,0,0,0,0,0
07.01.2020,15:00,0,0,0,0,0,0,0,0,0
07.01.2020,16:00,0,0,0,0,0,0,0,0,0
07.01.2020,17:00,0,0,0,0,0,0,0,0,0
07.01.2020,18:00,0,0,0,0,0,0,0,0,0
07.01.2020,19:00,0,0,0,0,0,0,0,0,0
07.01.2020,20:00,0,0,0,0,0,0,0,0,0
07.01.2020,21:00,0,0,0,0,0,0,0,0,0
07.01.2020,22:00,0,0,0,0,0,0,0,0,0
07.01.2020,23:00,0,0,0,0,0,0,0,0,0
08.01.2020,00:00,0,0,0,0,0,0,0,0,0
08.01.2020,01:00,0,0,0,0,0,0,0,0,0
08.01.2020,02:00,0,0,0,0,0,0,0,0,0
08.01.2020,03:00,0,0,0,0,0,0,0,0,0
08.01.2020,04:00,0,0,0,0,0,0,0,0,0
08.01.2020,05:00,0,0,0,0,0,0,0,0,0
08.01.2020,06:00,0,0,0,0,0,0,0,0,0
08.01.2020,07:00,0,0,0,0,0,0,0,0,0
08.01.2020,08:00,0,0,0,0,0,0,0,0,0
08.01.2020,09:00,0,0,0,0,0,0,0,0,0
08.01.2020,10:00,0,0,0,0,0,0,0,0,0
08.01.2020,11:00,0,0,0,0,0,0,0,0,0
08.01.2020,12:00,0,0,0,0,0,0,0,0,0
08.01.2020,13:00,0,0,0,0,0,0,0,0,0
08.01.2020,14:00,0,0,0,0,0,0,0,0,0
08.01.2020,15:00,0,0,0,0,0,0,0,0,0
08.01.2020,16:00,0,0,0,0,0,0,0,0,0
08.01.2020,17:00,0,0,0,0,0,0,0,0,0
08.01.2020,18:00,0,0,0,0,0,0,0,0,0
08.01.2020,19:00,0,0,0,0,0,0,0,0,0
08.01.2020,20:00,0,0,0,0,0,0,0,0,0
08.01.2020,21:00,0,0,0,0,0,0,0,0,0
08.01.2020,22:00,0,0,0,0,0,0,0,0,0
08.01.2020,23:00,0,0,0,0,0,0,0,0,0
09.01.2020,00:00,0,0,0,0,0,0,0,0,0
09.01.2020,01:00,0,0,0,0,0,0,0,0,0
09.01.2020,02:00,0,0,0,0,0,0,0,0,0
09.01.2020,03:00,0,0,0,0,0,0,0,0,0
09.01.2020,04:00,0,0,0,0,0,0,0,0,0
09.01.2020,05:00,0,0,0,0,0,0,0,0,0
09.01.2020,06:00,0,0,0,0,0,0,0,0,0
09.01.2020,07:00,0,0,0,0,0,0,0,0,0
09.01.2020,08:00,0,0,0,0,0,0,0,0,0
09.01.2020,09:00,0,0,0,0,0,0,0,0,0
09.01.2020,10:00,0,0,0,0,0,0,0,0,0
09.01.2020,11:00,0,0,0,0,0,0,0,0,0
09.01.2020,12:00,0,0,0,0,0,0,0,0,0
09.01.2020,13:00,0,0,0,0,0,0,0,0,0
09.01.2020,14:00,0,0,0,0,0,0,0,0,0
09.01.2020,15:00,0,0,0,0,0,0,0,0,0
09.01.2020,16:00,0,0,0,0,0,0,0,0,0
09.01.2020,17:00,0,0,0,0,0,0,0,0,0
09.01.2020,18:00,0,0,0,0,0,0,0,0,0
09.01.2020,19:00,0,0,0,0,0,0,0,0,0
09.01.2020,20:00,0,0,0,0,0,0,0,0,0
09.01.2020,21:00,0,0,0,0,0,0,0,0,0
09.01.2020,22:00,0,0,0,0,0,0,0,0,0
09.01.2020,23:00,0,0,0,0,0,0,0,0,0
10.01.2020,00:00,0,0,0,0,0,0,0,0,0
10.01.2020,01:00,0,0,0,0,0,0,0,0,0
10.01.2020,02:00,0,0,0,0,0,0,0,0,0
10.01.2020,03:00,0,0,0,0,0,0,0,0,0
10.01.2020,04:00,0,0,0,0,0,0,0,0,0
10.01.2020,05:00,0,0,0,0,0,0,0,0,0
10.01.2020,06:00,0,0,0,0,0,0,0,0,0
10.01.2020,07:00,0,0,0,0,0,0,0,0,0
10.01.2020,08:00,0,0,0,0,0,0,0,0,0
10.01.2020,09:00,0,0,0,0,0,0,0,0,0
10.01.2020,10:00,0,0,0,0,0,0,0,0,0
10.01.2020,11:00,0,0,0,0,0,0,0,0,0
10.01.2020,12:00,0,0,0,0,0,0,0,0,0
10.01.2020,13:00,0,0,0,0,0,0,0,0,0
10.01.2020,14:00,0,0,0,0,0,0,0,0,0
10.01.2020,15:00,0,0,0,0,0,0,0,0,0
10.01.2020,16:00,0,0,0,0,0,0,0,0,0
10.01.2020,17:00,0,0,0,0,0,0,0,0,0
10.01.2020,18:00,0,0,0,0,0,0,0,0,0
10.01.2020,19:00,0,0,0,0,0,0,0,0,0
10.01.2020,20:00,0,0,0,0,0,0,0,0,0
10.01.2020,21:00,0,0,0,0,0,0,0,0,0
10.01.2020,22:00,0,0,0,0,0,0,0,0,0
10.01.2020,23:00,0,0,0,0,0,0,0,0,0
11.01.2020,00:00,0,0,0,0,0,0,0,0,0
11.01.2020,01:00,0,0,0,0,0,0,0,0,0
11.01.2020,02:00,0,0,0,0,0,0,0,0,0
11.01.2020,03:00,0,0,0,0,0,0,0,0,0
11.01.2020,04:00,0,0,0,0,0,0,0,0,0
11.01.2020,05:00,0,0,0,0,0,0,0,0,0
11.01.2020,06:00,0,0,0,0,0,0,0,0,0
11.01.2020,07:00,0,0,0,0,0,0,0,0,0
11.01.2020,08:00,0,0,0,0,0,0,0,0,0
11.01.2020,09:00,0,0,0,0,0,0,0,0,0
11.01.2020,10:00,0,0,0,0,0,0,0,0,0
11.01.2020,11:00,0,0,0,0,0,0,0,0,0
11.01.2020,12:00,0,0,0,0,0,0,0,0,0
11.01.2020,13:00,0,0,0,0,0,0,0,0,0
11.01.2020,14:00,0,0,0,0,0,0,0,0,0
11.01.2020,15:00,0,0,0,0,0,0,0,0,0
11.01.2020,16:00,0,0,0,0,0,0,0,0,0
11.01.2020,17:00,0,0,0,0,0,0,0,0,0
11.01.2020,18:00,0,0,0,0,0,0,0,0,0
11.01.2020,19:00,0,0,0,0,0,0,0,0,0
11.01.2020,20:00,0,0,0,0,0,0,0,0,0
11.01.2020,21:00,0,0,0,0,0,0,0,0,0
11.01.2020,22:00,0,0,0,0,0,0,0,0,0
11.01.2020,23:00,0,0,0,0,0,0,0,0,0
12.01.2020,00:00,0,0,0,0,0,0,0,0,0
12.01.2020,01:00,0,0,0,0,0,0,0,0,0
12.01.2020,02:00,0,0,0,0,0,0,0,0,0
12.01.2020,03:00,0,0,0,0,0,0,0,0,0
12.01.2020,04:00,0,0,0,0,0,0,0,0,0
12.01.2020,05:00,0,0,0,0,0,0,0,0,0
12.01.2020,06:00,0,0,0,0,0,0,0,0,0
12.01.2020,07:00,0,0,0,0,0,0,0,0,0
12.01.2020,08:00,0,0,0,0,0,0,0,0,0
12.01.2020,09:00,0,0,0,0,0,0,0,0,0
12.01.2020,10:00,0,0,0,0,0,0,0,0,0
12.01.2020,11:00,0,0,0,0,0,0,0,0,0
12.01.2020,12:00,0,0,0,0,0,0,0,0,0
12.01.2020,13:00,0,0,0,0,0,0,0,0,0
12.01.2020,14:00,0,0,0,0,0,0,0,0,0
12.01.2020,15:00,0,0,0,0,0,0,0,0,0
12.01.2020,16:00,0,0,0,0,0,0,0,0,0
12.01.2020,17:00,0,0,0,0,0,0,0,0,0
12.01.2020,18:00,0,0,0,0,0,0,0,0,0
12.01.2020,19:00,0,0,0,0,0,0,0,0,0
12.01.2020,20:00,0,0,0,0,0,0,0,0,0
12.01.2020,21:00,0,0,0,0,0,0,0,0,0
12.01.2020,22:00,0,0,0,0,0,0,0,0,0
12.01.2020,23:00,0,0,0,0,0,0,0,0,0
13.01.2020,00:00,0,0,0,0,0,0,0,0,0
13.01.2020,01:00,0,0,0,0,0,0,0,0,0
13.01.2020,02:00,0,0,0,0,0,0,0,0,0
13.01.2020,03:00,0,0,0,0,0,0,0,0,0
13.01.2020,04:00,0,0,0,0,0,0,0,0,0
13.01.2020,05:00,0,0,0,0,0,0,0,0,0
13.01.2020,06:00,0,0,0,0,0,0,0,0,0
13.01.2020,07:00,0,0,0,0,0,0,0,0,0
13.01.2020,08:00,0,0,0,0,0,0,0,0,0
13.01.2020,09:00,0,0,0,0,0,0,0,0,0
13.01.2020,10:00,0,0,0,0,0,0,0,0,0
13.01.2020,11:00,0,0,0,0,0,0,0,0,0
13.01.2020,12:00,0,0,0,0,0,0,0,0,0
13.01.2020,13:00,0,0,0,0,0,0,0,0,0
13.01.2020,14:00,0,0,0,0,0,0,0,0,0
13.01.2020,15:00,0,0,0,0,0,0,0,0,0
13.01.2020,16:00,0,0,0,0,0,0,0,0,0
13.01.2020,17:00,0,0,0,0,0,0,0,0,0
13.01.2020,18:00,0,0,0,0,0,0,0,0,0
13.01.2020,19:00,0,0,0,0,0,0,0,0,0
13.01.2020,20:00,0,0,0,0,0,0,0,0,0
13.01.2020,21:00,0,0,0,0,0,0,0,0,0
13.01.2020,22:00,0,0,0,0,0,0,0,0,0
13.01.2020,23:00,0,0,0,0,0,0,0,0,0
14.01.2020,00:00,0,0,0,0,0,0,0,0,0
14.01.2020,01:00,0,0,0,0,0,0,0,0,0
14.01.2020,02:00,0,0,0,0,0,0,0,0,0
14.01.2020,03:00,0,0,0,0,0,0,0,0,0
14.01.2020,04:00,0,0,0,0,0,0,0,0,0
14.01.2020,05:00,0,0,0,0,0,0,0,0,0
14.01.2020,06:00,0,0,0,0,0,0,0,0,0
14.01.2020,07:00,0,0,0,0,0,0,0,0,0
14.01.2020,08:00,0,0,0,0,0,0,0,0,0
14.01.2020,09:00,0,0,0,0,0,0,0,0,0
14.01.2020,10:00,0,0,0,0,0,0,0,0,0
14.01.2020,11:00,0,0,0,0,0,0,0,0,0
14.01.2020,12:00,0,0,0,0,0,0,0,0,0
14.01.2020,13:00,0,0,0,0,0,0,0,0,0
14.01.2020,14:00,0,0,0,0,0,0,0,0,0
14.01.2020,15:00,0,0,0,0,0,0,0,0,0
14.01.2020,16:00,0,0,0,0,0,0,0,0,0
14.01.2020,17:00,0,0,0,0,0,0,0,0,0
14.01.2020,18:00,0,0,0,0,0,0,0,0,0
14.01.2020,19:00,0,0,0,0,0,0,0,0,0
14.01.2020,20:00,0,0,0,0,0,0,0,0,0
14.01.2020,21:00,0,0,0,0,0,0,0,0,0
14.01.2020,22:00,0,0,0,0,0,0,0,0,0
14.01.2020,23:00,0,0,0,0,0,0,0,0,0
15.01.2020,00:00,0,0,0,0,0,0,0,0,0
15.01.2020,01:00,0,0,0,0,0,0,0,0,0
15.01.2020,02:00,0,0,0,0,0,0,0,0,0
15.01.2020,03:00,0,0,0,0,0,0,0,0,0
15.01.2020,04:00,0,0,0,0,0,0,0,0,0
15.01.2020,05:00,0,0,0,0,0,0,0,0,0
15.01.2020,06:00,0,0,0,0,0,0,0,0,0
15.01.2020,07:00,0,0,0,0,0,0,0,0,0
15.01.2020,08:00,0,0,0,0,0,0,0,0,0
15.01.2020,09:00,0,0,0,0,0,0,0,0,0
15.01.2020,10:00,0,0,0,0,0,0,0,0,0
15.01.2020,11:00,0,0,0,0,0,0,0,0,0
15.01.2020,12:00,0,0,0,0,0,0,0,0,0
15.01.2020,13:00,0,0,0,0,0,0,0,0,0
15.01.2020,14:00,0,0,0,0,0,0,0,0,0
15.01.2020,15:00,0,0,0,0,0,0,0,0,0
15.01.2020,16:00,0,0,0,0,0,0,0,0,0
15.01.2020,17:00,0,0,0,0,0,0,0,0,0
15.01.2020,18:00,0,0,0,0,0,0,0,0,0
15.01.2020,19:00,0,0,0,0,0,0,0,0,0
15.01.2020,20:00,0,0,0,0,0,0,0,0,0
15.01.2020,21:00,0,0,0,0,0,0,0,0,0
15.01.2020,22:00,0,0,0,0,0,0,0,0,0
15.01.2020,23:00,0,0,0,0,0,0,0,0,0
16.01.2020,00:00,0,0,0,0,0,0,0,0,0
16.01.2020,01:00,0,0,0,0,0,0,0,0,0
16.01.2020,02:00,0,0,0,0,0,0,0,0,0
16.01.2020,03:00,0,0,0,0,0,0,0,0,0
16.01.2020,04:00,0,0,0,0,0,0,0,0,0
16.01.2020,05:00,0,0,0,0,0,0,0,0,0
16.01.2020,06:00,0,0,0,0,0,0,0,0,0
16.01.2020,07:00,0,0,0,0,0,0,0,0,0
16.01.2020,08:00,0,0,0,0,0,0,0,0,0
16.01.2020,09:00,0,0,0,0,0,0,0,0,0
16.01.2020,10:00,0,0,0,0,0,0,0,0,0
16.01.2020,11:00,0,0,0,0,0,0,0,0,0
16.01.2020,12:00,0,0,0,0,0,0,0,0,0
16.01.2020,13:00,0,0,0,0,0,0,0,0,0
16.01.2020,14:00,0,0,0,0,0,0,0,0,0
16.01.2020,15:00,0,0,0,0,0,0,0,0,0
16.01.2020,16:00,0,0,0,0,0,0,0,0,0
16.01.2020,17:00,0,0,0,0,0,0,0,0,0
16.01.2020,18:00,0,0,0,0,0,0,0,0,0
16.01.2020,19:00,0,0,0,0,0,0,0,0,0
16.01.2020,20:00,0,0,0,0,0,0,0,0,0
16.01.2020,21:00,0,0,0,0,0,0,0,0,0
16.01.2020,22:00,0,0,0,0,0,0,0,0,0
16.01.2020,23:00,0,0,0,0,0,0,0,0,0
17.01.2020,00:00,0,0,0,0,0,0,0,0,0
17.01.2020,01:00,0,0,0,0,0,0,0,0,0
17.01.2020,02:00,0,0,0,0,0,0,0,0,0
17.01.2020,03:00,0,0,0,0,0,0,0,0,0
17.01.2020,04:00,0,0,0,0,0,0,0,0,0
17.01.2020,05:00,0,0,0,0,0,0,0,0,0
17.01.2020,06:00,0,0,0,0,0,0,0,0,0
17.01.2020,07:00,0,0,0,0,0,0,0,0,0
17.01.2020,08:00,0,0,0,0,0,0,0,0,0
17.01.2020,09:00,0,0,0,0,0,0,0,0,0
17.01.2020,10:00,0,0,0,0,0,0,0,0,0
17.01.2020,11:00,0,0,0,0,0,0,0,0,0
17.01.2020,12:00,0,0,0,0,0,0,0,0,0
17.01.2020,13:00,0,0,0,0,0,0,0,0,0
17.01.2020,14:00,0,0,0,0,0,0,0,0,0
17.01.2020,15:00,0,0,0,0,0,0,0,0,0
17.01.2020,16:00,0,0,0,0,0,0,0,0,0
17.01.2020,17:00,0,0,0,0,0,0,0,0,0
17.01.2020,18:00,0,0,0,0,0,0,0,0,0
17.01.2020,19:00,0,0,0,0,0,0,0,0,0
17.01.2020,20:00,0,0,0,0,0,0,0,0,0
17.01.2020,21:00,0,0,0,0,0,0,0,0,0
17.01.2020,22:00,0,0,0,0,0,0,0,0,0
17.01.2020,23:00,0,0,0,0,0,0,0,0,0
18.01.2020,00:00,0,0,0,0,0,0,0,0,0
18.01.2020,01:00,0,0,0,0,0,0,0,0,0
18.01.2020,02:00,0,0,0,0,0,0,0,0,0
18.01.2020,03:00,0,0,0,0,0,0,0,0,0
18.01.2020,04:00,0,0,0,0,0,0,0,0,0
18.01.2020,05:00,0,0,0,0,0,0,0,0,0
18.01.2020,06:00,0,0,0,0,0,0,0,0,0
18.01.2020,07:00,0,0,0,0,0,0,0,0,0
18.01.2020,08:00,0,0,0,0,0,0,0,0,0
18.01.2020,09:00,0,0,0,0,0,0,0,0,0
18.01.2020,10:00,0,0,0,0,0,0,0,0,0
18.01.2020,11:00,0,0,0,0,0,0,0,0,0
18.01.2020,12:00,0,0,0,0,0,0,0,0,0
18.01.2020,13:00,0,0,0,0,0,0,0,0,0
18.01.2020,14:00,0,0,0,0,0,0,0,0,0
18.01.2020,15:00,0,0,0,0,0,0,0,0,0
18.01.2020,16:00,0,0,0,0,0,0,0,0,0
18.01.2020,17:00,0,0,0,0,0,0,0,0,0
18.01.2020,18:00,0,0,0,0,0,0,0,0,0
18.01.2020,19:00,0,0,0,0,0,0,0,0,0
18.01.2020,20:00,0,0,0,0,0,0,0,0,0
18.01.2020,21:00,0,0,0,0,0,0,0,0,0
18.01.2020,22:00,0,0,0,0,0,0,0,0,0
18.01.2020,23:00,0,0,0,0,0,0,0,0,0
19.01.2020,00:00,0,0,0,0,0,0,0,0,0
19.01.2020,01:00,0,0,0,0,0,0,0,0,0
19.01.2020,02:00,0,0,0,0,0,0,0,0,0
19.01.2020,03:00,0,0,0,0,0,0,0,0,0
19.01.2020,04:00,0,0,0,0,0,0,0,0,0
19.01.2020,05:00,0,0,0,0,0,0,0,0,0
19.01.2020,06:00,0,0,0,0,0,0,0,0,0
19.01.2020,07:00,0,0,0,0,0,0,0,0,0
19.01.2020,08:00,0,0,0,0,0,0,0,0,0
19.01.2020,09:00,0,0,0,0,0,0,0,0,0
19.01.2020,10:00,0,0,0,0,0,0,0,0,0
19.01.2020,11:00,0,0,0,0,0,0,0,0,0
19.01.2020,12:00,0,0,0,0,0,0,0,0,0
19.01.2020,13:00,0,0,0,0,0,0,0,0,0
19.01.2020,14:00,0,0,0,0,0,0,0,0,0
19.01.2020,15:00,0,0,0,0,0,0,0,0,0
19.01.2020,16:00,0,0,0,0,0,0,0,0,0
19.01.2020,17:00,0,0,0,0,0,0,0,0,0
19.01.2020,18:00,0,0,0,0,0,0,0,0,0
19.01.2020,19:00,0,0,0,0,0,0,0,0,0
19.01.2020,20:00,0,0,0,0,0,0,0,0,0
19.01.2020,21:00,0,0,0,0,0,0,0,0,0
19.01.2020,22:00,0,0,0,0,0,0,0,0,0
19.01.2020,23:00,0,0,0,0,0,0,0,0,0
20.01.2020,00:00,0,0,0,0,0,0,0,0,0
20.01.2020,01:00,0,0,0,0,0,0,0,0,0
20.01.2020,02:00,0,0,0,0,0,0,0,0,0
20.01.2020,03:00,0,0,0,0,0,0,43,42,0
20.01.2020,04:00,0,0,0,0,0,0,47,40,0
20.01.2020,05:00,0,0,0,0,0,0,66,66,0
20.01.2020,06:00,0,0,0,0,0,0,131,119,0
20.01.2020,07:00,0,0,0,0,0,0,228,227,0
20.01.2020,08:00,0,0,0,0,0,0,396,392,0
20.01.2020,09:00,0,0,0,0,0,0,406,397,0
20.01.2020,10:00,0,0,0,0,0,0,406,403,0
20.01.2020,11:00,0,0,0,0,0,0,342,343,0
20.01.2020,12:00,0,0,0,0,0,0,404,406,0
20.01.2020,13:00,0,0,0,0,0,0,407,410,0
20.01.2020,14:00,0,0,0,0,0,0,407,406,0
20.01.2020,15:00,0,0,0,0,0,0,407,404,0
20.01.2020,16:00,0,0,0,0,0,0,407,405,0
20.01.2020,17:00,0,0,0,0,45,19,407,404,0
